Anno;Cdc.Polo;CdC.Centro;CdC.RL/HII;Tabelle Conti;Consuntivo
2016;PSUS - POLO UMANISTICO;IRVAPP;N/D;Personale;897,15
2016;PSUS - POLO UMANISTICO;IRVAPP;N/D;Progetti europei;-83,03
2016;PSUS - POLO UMANISTICO;IRVAPP;N/D;RICAVI PROGETTI E CONVEGNI;-6,50
2016;PSUS - POLO UMANISTICO;IRVAPP;N/D;Viaggi;28,49
2016;PSUS - POLO UMANISTICO;ISIG;N/D;ADP;-779,39
2016;PSUS - POLO UMANISTICO;ISIG;N/D;Altre Agenzie Pubbliche;-8,43
2016;PSUS - POLO UMANISTICO;ISIG;N/D;Altre Spese;126,96
2016;PSUS - POLO UMANISTICO;ISIG;N/D;ALTRI RICAVI;-1,04
2016;PSUS - POLO UMANISTICO;ISIG;N/D;Commesse con Privati;-33,62
2016;PSUS - POLO UMANISTICO;ISIG;N/D;Investimenti in ADP;26,20
2016;PSUS - POLO UMANISTICO;ISIG;N/D;Personale;659,06
2016;PSUS - POLO UMANISTICO;ISIG;N/D;RICAVI PROGETTI E CONVEGNI;-12,40
2016;PSUS - POLO UMANISTICO;ISIG;N/D;Viaggi;22,66
2016;PSUS - POLO UMANISTICO;ISR;N/D;ADP;-495,79
2016;PSUS - POLO UMANISTICO;ISR;N/D;Altre Agenzie Pubbliche;-2,83
2016;PSUS - POLO UMANISTICO;ISR;N/D;Altre Spese;142,21
2016;PSUS - POLO UMANISTICO;ISR;N/D;ALTRI RICAVI;-31,15
2016;PSUS - POLO UMANISTICO;ISR;N/D;Commesse con Privati;-3,69
2016;PSUS - POLO UMANISTICO;ISR;N/D;Investimenti in ADP;3,48
2016;PSUS - POLO UMANISTICO;ISR;N/D;Personale;415,92
2016;PSUS - POLO UMANISTICO;ISR;N/D;Progetti europei;0,37
2016;PSUS - POLO UMANISTICO;ISR;N/D;RICAVI PROGETTI E CONVEGNI;-13,10
2016;PSUS - POLO UMANISTICO;ISR;N/D;Viaggi;26,50
2016;PARTECIPATE IN ADP;PARTECIPATE ADP storiche;N/D;ADP;-3.092,84
2016;PARTECIPATE IN ADP;PARTECIPATE ADP storiche;N/D;Altre Spese;3.092,84
2016;PROGETTI SPECIALI-ESPLORATIVI;PARTECIPAZIONI E SPIN-OFF;N/D;ADP;20,74
2016;PROGETTI SPECIALI-ESPLORATIVI;PARTECIPAZIONI E SPIN-OFF;N/D;Altre Spese;23,75
2016;PROGETTI SPECIALI-ESPLORATIVI;PARTECIPAZIONI E SPIN-OFF;N/D;ALTRI RICAVI;-40,09
2016;PROGETTI SPECIALI-ESPLORATIVI;PARTECIPAZIONI E SPIN-OFF;N/D;Ricavi;-5,00
2016;FUNZIONAMENTO;PIANO INVESTIMENTI;N/D;ADP;-774,60
2016;FUNZIONAMENTO;PIANO INVESTIMENTI;N/D;Altre Spese;908,49
2016;FUNZIONAMENTO;PIANO INVESTIMENTI;N/D;Investimenti in ADP;95,89
2016;FUNZIONAMENTO;PIANO INVESTIMENTI;N/D;Progetti europei;-229,78
2016;FUNZIONAMENTO;PLESSI;N/D;ADP;-1.900,80
2016;FUNZIONAMENTO;PLESSI;N/D;Altre Spese;2.465,85
2016;FUNZIONAMENTO;PLESSI;N/D;ALTRI RICAVI;-228,90
2016;FUNZIONAMENTO;PLESSI;N/D;Investimenti in ADP;14,02
2016;FUNZIONAMENTO;PLESSI;N/D;Personale;0,00
2016;FUNZIONAMENTO;PLESSI;N/D;PHD;0,00
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;ADP;-944,25
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Altre Agenzie Pubbliche;-190,39
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Altre Spese;322,48
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;ALTRI RICAVI;-1,70
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Commesse con Privati;-277,99
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Investimenti in ADP;14,16
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Personale;1.088,73
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Progetti europei;-55,96
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;RICAVI PROGETTI E CONVEGNI;23,80
2016;PROGETTI SPECIALI-ESPLORATIVI;PROGETTI SPECIALI;N/D;Viaggi;18,60
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AMMINISTRAZIONE;ADP;-693,52
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AMMINISTRAZIONE;Altre Spese;48,04
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AMMINISTRAZIONE;ALTRI RICAVI;-14,37
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AMMINISTRAZIONE;Personale;652,98
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AMMINISTRAZIONE;Progetti europei;-0,40
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AMMINISTRAZIONE;Viaggi;5,64
2016;CASSR;SERVIZIO AMMINISTRAZIONE;APPALTI E CONTRATTI;ADP;-633,00
2016;CASSR;SERVIZIO AMMINISTRAZIONE;APPALTI E CONTRATTI;Altre Spese;26,65
2016;CASSR;SERVIZIO AMMINISTRAZIONE;APPALTI E CONTRATTI;ALTRI RICAVI;-0,66
2016;CASSR;SERVIZIO AMMINISTRAZIONE;APPALTI E CONTRATTI;Personale;604,40
2016;CASSR;SERVIZIO AMMINISTRAZIONE;APPALTI E CONTRATTI;Viaggi;2,61
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;ADP;-909,46
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;Altre Agenzie Pubbliche;0,01
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;Altre Spese;39,95
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;ALTRI RICAVI;-61,98
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;Commesse con Privati;-1,21
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;Personale;918,75
2016;CASSR;SERVIZIO AMMINISTRAZIONE;AREA INNOVAZIONE E REL TERRIT;Viaggi;13,94
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;ADP;-924,46
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;Altre Spese;187,18
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;ALTRI RICAVI;-8,89
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;Commesse con Privati;5,87
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;Personale;744,13
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;RICAVI PROGETTI E CONVEGNI;-3,00
2016;CASSR;SERVIZIO AMMINISTRAZIONE;BILBLIOTECA EDITORIA;Viaggi;1,99
2016;CASSR;SERVIZIO AMMINISTRAZIONE;IT INFRASTRUTTURE E PATRIMONIO;ADP;-1.317,73
2016;CASSR;SERVIZIO AMMINISTRAZIONE;IT INFRASTRUTTURE E PATRIMONIO;Altre Spese;50,10
2016;CASSR;SERVIZIO AMMINISTRAZIONE;IT INFRASTRUTTURE E PATRIMONIO;ALTRI RICAVI;-0,12
2016;CASSR;SERVIZIO AMMINISTRAZIONE;IT INFRASTRUTTURE E PATRIMONIO;Personale;1.265,29
2016;CASSR;SERVIZIO AMMINISTRAZIONE;IT INFRASTRUTTURE E PATRIMONIO;RICAVI PROGETTI E CONVEGNI;-2,40
2016;CASSR;SERVIZIO AMMINISTRAZIONE;IT INFRASTRUTTURE E PATRIMONIO;Viaggi;2,46
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;ADP;-2.300,68
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;Altre Agenzie Pubbliche;0,01
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;Altre Spese;678,04
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;ALTRI RICAVI;-67,63
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;Commesse con Privati;-0,08
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;Personale;1.630,32
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;Progetti europei;-0,25
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;RICAVI PROGETTI E CONVEGNI;-13,75
2016;CASSR;SERVIZIO AMMINISTRAZIONE;N/D;Viaggi;60,27
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;ADP;-962,16
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;Altre Agenzie Pubbliche;-4,37
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;Altre Spese;219,73
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;ALTRI RICAVI;-0,99
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;Investimenti in ADP;0,03
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;Personale;799,71
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;Progetti europei;-1,53
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;RICAVI PROGETTI E CONVEGNI;-54,45
2016;CASSR;SERVIZIO AMMINISTRAZIONE;RISORSE UMANE;Viaggi;4,03
